STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,RAINFALL
USC00250075,41.6833,-98.1302,582.2,4/28/1981,0
USC00250075,41.6833,-98.1302,582.2,4/29/1981,0
USC00250075,41.6833,-98.1302,582.2,4/30/1981,0
USC00250075,41.6833,-98.1302,582.2,5/1/1981,0
USC00250075,41.6833,-98.1302,582.2,5/2/1981,0
USC00250075,41.6833,-98.1302,582.2,5/3/1981,60
USC00250075,41.6833,-98.1302,582.2,5/4/1981,0
USC00250075,41.6833,-98.1302,582.2,5/5/1981,0
USC00250075,41.6833,-98.1302,582.2,5/6/1981,0
USC00250075,41.6833,-98.1302,582.2,5/7/1981,10
USC00250075,41.6833,-98.1302,582.2,5/8/1981,0
USC00250075,41.6833,-98.1302,582.2,5/9/1981,0
USC00250075,41.6833,-98.1302,582.2,5/10/1981,0
USC00250075,41.6833,-98.1302,582.2,5/11/1981,10
USC00250075,41.6833,-98.1302,582.2,5/12/1981,10
USC00250075,41.6833,-98.1302,582.2,5/13/1981,0
USC00250075,41.6833,-98.1302,582.2,5/14/1981,0
USC00250075,41.6833,-98.1302,582.2,5/15/1981,10
USC00250075,41.6833,-98.1302,582.2,5/16/1981,90
USC00250075,41.6833,-98.1302,582.2,5/17/1981,50
USC00250075,41.6833,-98.1302,582.2,5/18/1981,40
USC00250075,41.6833,-98.1302,582.2,5/19/1981,0
USC00250075,41.6833,-98.1302,582.2,5/20/1981,0
USC00250075,41.6833,-98.1302,582.2,5/21/1981,0
USC00250075,41.6833,-98.1302,582.2,5/22/1981,0
USC00250075,41.6833,-98.1302,582.2,5/23/1981,10
USC00250075,41.6833,-98.1302,582.2,5/24/1981,0
USC00250075,41.6833,-98.1302,582.2,5/25/1981,0
USC00250075,41.6833,-98.1302,582.2,5/26/1981,10
USC00250075,41.6833,-98.1302,582.2,5/27/1981,0
USC00250075,41.6833,-98.1302,582.2,5/28/1981,0
USC00250075,41.6833,-98.1302,582.2,5/29/1981,0
USC00250075,41.6833,-98.1302,582.2,5/30/1981,0
USC00250075,41.6833,-98.1302,582.2,5/31/1981,0
USC00250075,41.6833,-98.1302,582.2,6/1/1981,10
USC00250075,41.6833,-98.1302,582.2,6/2/1981,0
USC00250075,41.6833,-98.1302,582.2,6/3/1981,0
USC00250075,41.6833,-98.1302,582.2,6/4/1981,0
USC00250075,41.6833,-98.1302,582.2,6/5/1981,0
USC00250075,41.6833,-98.1302,582.2,6/6/1981,0
USC00250075,41.6833,-98.1302,582.2,6/7/1981,0
USC00250075,41.6833,-98.1302,582.2,6/8/1981,0
USC00250075,41.6833,-98.1302,582.2,6/9/1981,0
USC00250075,41.6833,-98.1302,582.2,6/10/1981,0
USC00250075,41.6833,-98.1302,582.2,6/11/1981,10
USC00250075,41.6833,-98.1302,582.2,6/12/1981,0
USC00250075,41.6833,-98.1302,582.2,6/13/1981,50
USC00250075,41.6833,-98.1302,582.2,6/14/1981,0
USC00250075,41.6833,-98.1302,582.2,6/15/1981,20
USC00250075,41.6833,-98.1302,582.2,6/16/1981,0
USC00250075,41.6833,-98.1302,582.2,6/17/1981,0
USC00250075,41.6833,-98.1302,582.2,6/18/1981,0
USC00250075,41.6833,-98.1302,582.2,6/19/1981,0
USC00250075,41.6833,-98.1302,582.2,6/20/1981,10
USC00250075,41.6833,-98.1302,582.2,6/21/1981,10
USC00250075,41.6833,-98.1302,582.2,6/22/1981,0
USC00250075,41.6833,-98.1302,582.2,6/23/1981,0
USC00250075,41.6833,-98.1302,582.2,6/24/1981,0
USC00250075,41.6833,-98.1302,582.2,6/25/1981,0
USC00250075,41.6833,-98.1302,582.2,6/26/1981,0
USC00250075,41.6833,-98.1302,582.2,6/27/1981,0
USC00250075,41.6833,-98.1302,582.2,6/28/1981,70
USC00250075,41.6833,-98.1302,582.2,6/29/1981,40
USC00250075,41.6833,-98.1302,582.2,6/30/1981,0
USC00250075,41.6833,-98.1302,582.2,7/1/1981,0
USC00250075,41.6833,-98.1302,582.2,7/2/1981,0
USC00250075,41.6833,-98.1302,582.2,7/28/1981,0
USC00250075,41.6833,-98.1302,582.2,7/29/1981,0
USC00250075,41.6833,-98.1302,582.2,7/30/1981,0
USC00250075,41.6833,-98.1302,582.2,7/31/1981,0
USC00250075,41.6833,-98.1302,582.2,8/1/1981,30
USC00250075,41.6833,-98.1302,582.2,8/2/1981,50
USC00250075,41.6833,-98.1302,582.2,8/3/1981,0
USC00250075,41.6833,-98.1302,582.2,8/4/1981,0
USC00250075,41.6833,-98.1302,582.2,8/5/1981,260
USC00250075,41.6833,-98.1302,582.2,8/6/1981,0
USC00250075,41.6833,-98.1302,582.2,8/7/1981,0
USC00250075,41.6833,-98.1302,582.2,8/8/1981,0
USC00250075,41.6833,-98.1302,582.2,8/9/1981,0
USC00250075,41.6833,-98.1302,582.2,8/10/1981,0
USC00250075,41.6833,-98.1302,582.2,8/11/1981,0
USC00250075,41.6833,-98.1302,582.2,8/12/1981,10
USC00250075,41.6833,-98.1302,582.2,8/13/1981,70
USC00250075,41.6833,-98.1302,582.2,8/14/1981,0
USC00250075,41.6833,-98.1302,582.2,8/15/1981,0
USC00250075,41.6833,-98.1302,582.2,8/16/1981,0
USC00250075,41.6833,-98.1302,582.2,8/17/1981,0
USC00250075,41.6833,-98.1302,582.2,8/18/1981,0
USC00250075,41.6833,-98.1302,582.2,8/19/1981,0
USC00250075,41.6833,-98.1302,582.2,8/20/1981,0
USC00250075,41.6833,-98.1302,582.2,8/21/1981,0
USC00250075,41.6833,-98.1302,582.2,8/22/1981,0
USC00250075,41.6833,-98.1302,582.2,8/23/1981,20
USC00250075,41.6833,-98.1302,582.2,8/24/1981,50
USC00250075,41.6833,-98.1302,582.2,8/25/1981,40
USC00250075,41.6833,-98.1302,582.2,8/26/1981,0
USC00250075,41.6833,-98.1302,582.2,8/27/1981,0
USC00250075,41.6833,-98.1302,582.2,8/28/1981,0
USC00250075,41.6833,-98.1302,582.2,8/29/1981,0
USC00250075,41.6833,-98.1302,582.2,8/30/1981,0
USC00250075,41.6833,-98.1302,582.2,8/31/1981,0
USC00250075,41.6833,-98.1302,582.2,9/1/1981,0
USC00250075,41.6833,-98.1302,582.2,9/2/1981,0
USC00250075,41.6833,-98.1302,582.2,9/3/1981,0
USC00250075,41.6833,-98.1302,582.2,9/4/1981,10
USC00250075,41.6833,-98.1302,582.2,9/5/1981,0
USC00250075,41.6833,-98.1302,582.2,9/6/1981,80
USC00250075,41.6833,-98.1302,582.2,9/7/1981,0
USC00250075,41.6833,-98.1302,582.2,9/8/1981,0
USC00250075,41.6833,-98.1302,582.2,9/9/1981,0
USC00250075,41.6833,-98.1302,582.2,9/10/1981,0
USC00250075,41.6833,-98.1302,582.2,9/11/1981,0
USC00250075,41.6833,-98.1302,582.2,9/12/1981,0
USC00250075,41.6833,-98.1302,582.2,9/13/1981,0
USC00250075,41.6833,-98.1302,582.2,9/14/1981,0
USC00250075,41.6833,-98.1302,582.2,9/15/1981,10
USC00250075,41.6833,-98.1302,582.2,9/16/1981,0
USC00250075,41.6833,-98.1302,582.2,9/17/1981,0
USC00250075,41.6833,-98.1302,582.2,9/18/1981,0
USC00250075,41.6833,-98.1302,582.2,9/19/1981,0
USC00250075,41.6833,-98.1302,582.2,9/20/1981,0
USC00250075,41.6833,-98.1302,582.2,9/21/1981,0
USC00250075,41.6833,-98.1302,582.2,9/22/1981,0
USC00250075,41.6833,-98.1302,582.2,9/23/1981,0
USC00250075,41.6833,-98.1302,582.2,9/24/1981,30
USC00250075,41.6833,-98.1302,582.2,9/25/1981,0
USC00250075,41.6833,-98.1302,582.2,9/26/1981,30
USC00250075,41.6833,-98.1302,582.2,9/27/1981,0
USC00250075,41.6833,-98.1302,582.2,9/28/1981,0
USC00250075,41.6833,-98.1302,582.2,9/29/1981,0
USC00250075,41.6833,-98.1302,582.2,9/30/1981,0
USC00250075,41.6833,-98.1302,582.2,10/1/1981,0
USC00250075,41.6833,-98.1302,582.2,10/2/1981,0
USC00250075,41.6833,-98.1302,582.2,10/3/1981,0
USC00250075,41.6833,-98.1302,582.2,10/4/1981,0
USC00250075,41.6833,-98.1302,582.2,10/5/1981,0
USC00250075,41.6833,-98.1302,582.2,10/6/1981,0
USC00250075,41.6833,-98.1302,582.2,10/7/1981,0
USC00250075,41.6833,-98.1302,582.2,10/8/1981,0
USC00250075,41.6833,-98.1302,582.2,10/9/1981,0
USC00250075,41.6833,-98.1302,582.2,10/10/1981,0
USC00250075,41.6833,-98.1302,582.2,10/11/1981,0
USC00250075,41.6833,-98.1302,582.2,10/12/1981,0
USC00250075,41.6833,-98.1302,582.2,10/13/1981,0
USC00250075,41.6833,-98.1302,582.2,10/14/1981,0
USC00250075,41.6833,-98.1302,582.2,10/15/1981,0
USC00250075,41.6833,-98.1302,582.2,10/16/1981,0
USC00250075,41.6833,-98.1302,582.2,10/17/1981,0
USC00250075,41.6833,-98.1302,582.2,10/18/1981,0
USC00250075,41.6833,-98.1302,582.2,10/19/1981,0
USC00250075,41.6833,-98.1302,582.2,10/20/1981,0
USC00250075,41.6833,-98.1302,582.2,10/21/1981,0
USC00250075,41.6833,-98.1302,582.2,10/22/1981,0
USC00250075,41.6833,-98.1302,582.2,10/23/1981,0
USC00250075,41.6833,-98.1302,582.2,10/24/1981,0
USC00250075,41.6833,-98.1302,582.2,10/25/1981,0
USC00250075,41.6833,-98.1302,582.2,10/26/1981,0
USC00250075,41.6833,-98.1302,582.2,10/27/1981,0
USC00250075,41.6833,-98.1302,582.2,10/28/1981,0
USC00250075,41.6833,-98.1302,582.2,10/29/1981,0
USC00250075,41.6833,-98.1302,582.2,10/30/1981,0
USC00250075,41.6833,-98.1302,582.2,10/31/1981,0
USC00250075,41.6833,-98.1302,582.2,11/1/1981,90
USC00250075,41.6833,-98.1302,582.2,11/2/1981,80
USC00250075,41.6833,-98.1302,582.2,11/3/1981,40
USC00250075,41.6833,-98.1302,582.2,11/4/1981,0
USC00250075,41.6833,-98.1302,582.2,11/5/1981,0
USC00250075,41.6833,-98.1302,582.2,11/6/1981,0
USC00250075,41.6833,-98.1302,582.2,11/7/1981,0
USC00250075,41.6833,-98.1302,582.2,11/8/1981,0
USC00250075,41.6833,-98.1302,582.2,11/9/1981,0
USC00250075,41.6833,-98.1302,582.2,11/10/1981,0
USC00250075,41.6833,-98.1302,582.2,11/11/1981,0
USC00250075,41.6833,-98.1302,582.2,11/12/1981,0
USC00250075,41.6833,-98.1302,582.2,11/13/1981,0
USC00250075,41.6833,-98.1302,582.2,11/14/1981,0
USC00250075,41.6833,-98.1302,582.2,11/15/1981,0
USC00250075,41.6833,-98.1302,582.2,11/16/1981,0
USC00250075,41.6833,-98.1302,582.2,11/17/1981,0
USC00250075,41.6833,-98.1302,582.2,11/18/1981,0
USC00250075,41.6833,-98.1302,582.2,11/19/1981,10
USC00250075,41.6833,-98.1302,582.2,11/20/1981,0
USC00250075,41.6833,-98.1302,582.2,11/21/1981,0
USC00250075,41.6833,-98.1302,582.2,11/22/1981,0
USC00250075,41.6833,-98.1302,582.2,11/23/1981,0
USC00250075,41.6833,-98.1302,582.2,11/24/1981,0
USC00250075,41.6833,-98.1302,582.2,11/25/1981,0
USC00250075,41.6833,-98.1302,582.2,11/26/1981,0
USC00250075,41.6833,-98.1302,582.2,11/27/1981,0
USC00250075,41.6833,-98.1302,582.2,11/28/1981,0
USC00250075,41.6833,-98.1302,582.2,11/29/1981,10
USC00250075,41.6833,-98.1302,582.2,11/30/1981,150
USC00250075,41.6833,-98.1302,582.2,12/1/1981,10
USC00250075,41.6833,-98.1302,582.2,12/2/1981,0
USC00250075,41.6833,-98.1302,582.2,12/3/1981,0
USC00250075,41.6833,-98.1302,582.2,12/4/1981,0
USC00250075,41.6833,-98.1302,582.2,12/5/1981,0
USC00250075,41.6833,-98.1302,582.2,12/6/1981,0
USC00250075,41.6833,-98.1302,582.2,12/7/1981,0
USC00250075,41.6833,-98.1302,582.2,12/8/1981,0
USC00250075,41.6833,-98.1302,582.2,12/9/1981,0
USC00250075,41.6833,-98.1302,582.2,12/10/1981,0
USC00250075,41.6833,-98.1302,582.2,12/11/1981,0
USC00250075,41.6833,-98.1302,582.2,12/12/1981,0
USC00250075,41.6833,-98.1302,582.2,12/13/1981,0
USC00250075,41.6833,-98.1302,582.2,12/14/1981,0
USC00250075,41.6833,-98.1302,582.2,12/15/1981,0
USC00250075,41.6833,-98.1302,582.2,12/16/1981,0
USC00250075,41.6833,-98.1302,582.2,12/17/1981,0
USC00250075,41.6833,-98.1302,582.2,12/18/1981,0
USC00250075,41.6833,-98.1302,582.2,12/19/1981,0
USC00250075,41.6833,-98.1302,582.2,12/20/1981,10
USC00250075,41.6833,-98.1302,582.2,12/21/1981,0
USC00250075,41.6833,-98.1302,582.2,12/22/1981,0
USC00250075,41.6833,-98.1302,582.2,12/23/1981,0
USC00250075,41.6833,-98.1302,582.2,12/24/1981,0
USC00250075,41.6833,-98.1302,582.2,12/25/1981,0
USC00250075,41.6833,-98.1302,582.2,12/26/1981,0
USC00250075,41.6833,-98.1302,582.2,12/27/1981,0
USC00250075,41.6833,-98.1302,582.2,12/28/1981,0
USC00250075,41.6833,-98.1302,582.2,12/29/1981,0
USC00250075,41.6833,-98.1302,582.2,12/30/1981,0
USC00250075,41.6833,-98.1302,582.2,12/31/1981,0
USC00250075,41.6833,-98.1302,582.2,2/5/1982,0
USC00250075,41.6833,-98.1302,582.2,2/6/1982,0
USC00250075,41.6833,-98.1302,582.2,2/7/1982,0
USC00250075,41.6833,-98.1302,582.2,2/8/1982,0
USC00250075,41.6833,-98.1302,582.2,2/9/1982,0
USC00250075,41.6833,-98.1302,582.2,2/10/1982,0
USC00250075,41.6833,-98.1302,582.2,2/11/1982,0
USC00250075,41.6833,-98.1302,582.2,2/12/1982,0
USC00250075,41.6833,-98.1302,582.2,2/13/1982,0
USC00250075,41.6833,-98.1302,582.2,2/14/1982,0
USC00250075,41.6833,-98.1302,582.2,2/15/1982,0
USC00250075,41.6833,-98.1302,582.2,2/16/1982,0
USC00250075,41.6833,-98.1302,582.2,2/17/1982,0
USC00250075,41.6833,-98.1302,582.2,2/18/1982,0
USC00250075,41.6833,-98.1302,582.2,2/19/1982,0
USC00250075,41.6833,-98.1302,582.2,2/20/1982,0
USC00250075,41.6833,-98.1302,582.2,2/21/1982,0
USC00250075,41.6833,-98.1302,582.2,2/22/1982,0
USC00250075,41.6833,-98.1302,582.2,2/23/1982,0
USC00250075,41.6833,-98.1302,582.2,2/24/1982,0
USC00250075,41.6833,-98.1302,582.2,2/25/1982,0
USC00250075,41.6833,-98.1302,582.2,2/26/1982,0
USC00250075,41.6833,-98.1302,582.2,2/27/1982,0
USC00250075,41.6833,-98.1302,582.2,2/28/1982,0
USC00250075,41.6833,-98.1302,582.2,3/1/1982,0
USC00250075,41.6833,-98.1302,582.2,3/2/1982,0
USC00250075,41.6833,-98.1302,582.2,3/3/1982,10
USC00250075,41.6833,-98.1302,582.2,3/4/1982,0
USC00250075,41.6833,-98.1302,582.2,3/5/1982,0
USC00250075,41.6833,-98.1302,582.2,3/6/1982,0
USC00250075,41.6833,-98.1302,582.2,3/7/1982,0
USC00250075,41.6833,-98.1302,582.2,3/8/1982,0
USC00250075,41.6833,-98.1302,582.2,3/9/1982,0
USC00250075,41.6833,-98.1302,582.2,3/10/1982,0
USC00250075,41.6833,-98.1302,582.2,3/11/1982,0
USC00250075,41.6833,-98.1302,582.2,3/12/1982,0
USC00250075,41.6833,-98.1302,582.2,3/13/1982,0
USC00250075,41.6833,-98.1302,582.2,3/14/1982,0
USC00250075,41.6833,-98.1302,582.2,3/15/1982,0
USC00250075,41.6833,-98.1302,582.2,3/16/1982,10
USC00250075,41.6833,-98.1302,582.2,3/17/1982,0
USC00250075,41.6833,-98.1302,582.2,3/18/1982,30
USC00250075,41.6833,-98.1302,582.2,3/19/1982,80
USC00250075,41.6833,-98.1302,582.2,3/20/1982,0
USC00250075,41.6833,-98.1302,582.2,3/21/1982,0
USC00250075,41.6833,-98.1302,582.2,3/22/1982,0
USC00250075,41.6833,-98.1302,582.2,3/23/1982,0
USC00250075,41.6833,-98.1302,582.2,3/24/1982,20
USC00250075,41.6833,-98.1302,582.2,3/25/1982,0
USC00250075,41.6833,-98.1302,582.2,3/26/1982,0
USC00250075,41.6833,-98.1302,582.2,3/27/1982,0
USC00250075,41.6833,-98.1302,582.2,3/28/1982,0
USC00250075,41.6833,-98.1302,582.2,3/29/1982,0
USC00250075,41.6833,-98.1302,582.2,3/30/1982,0
USC00250075,41.6833,-98.1302,582.2,3/31/1982,0
USC00250075,41.6833,-98.1302,582.2,4/1/1982,0
USC00250075,41.6833,-98.1302,582.2,4/2/1982,20
USC00250075,41.6833,-98.1302,582.2,4/3/1982,0
USC00250075,41.6833,-98.1302,582.2,4/4/1982,10
USC00250075,41.6833,-98.1302,582.2,4/5/1982,0
USC00250075,41.6833,-98.1302,582.2,4/6/1982,0
USC00250075,41.6833,-98.1302,582.2,4/7/1982,10
USC00250075,41.6833,-98.1302,582.2,4/8/1982,0
USC00250075,41.6833,-98.1302,582.2,4/9/1982,0
USC00250075,41.6833,-98.1302,582.2,4/10/1982,0
USC00250075,41.6833,-98.1302,582.2,4/11/1982,0
USC00250075,41.6833,-98.1302,582.2,4/12/1982,0
USC00250075,41.6833,-98.1302,582.2,4/13/1982,0
USC00250075,41.6833,-98.1302,582.2,4/14/1982,0
USC00250075,41.6833,-98.1302,582.2,4/15/1982,60
USC00250075,41.6833,-98.1302,582.2,4/16/1982,0
USC00250075,41.6833,-98.1302,582.2,4/17/1982,0
USC00250075,41.6833,-98.1302,582.2,4/18/1982,0
USC00250075,41.6833,-98.1302,582.2,4/19/1982,0
USC00250075,41.6833,-98.1302,582.2,4/20/1982,0
USC00250075,41.6833,-98.1302,582.2,4/21/1982,0
USC00250075,41.6833,-98.1302,582.2,4/22/1982,0
USC00250075,41.6833,-98.1302,582.2,4/23/1982,0
USC00250075,41.6833,-98.1302,582.2,4/24/1982,0
USC00250075,41.6833,-98.1302,582.2,4/25/1982,0
USC00250075,41.6833,-98.1302,582.2,4/26/1982,0
USC00250075,41.6833,-98.1302,582.2,4/27/1982,20
USC00250075,41.6833,-98.1302,582.2,4/28/1982,70
USC00250075,41.6833,-98.1302,582.2,4/29/1982,10
USC00250075,41.6833,-98.1302,582.2,4/30/1982,0
USC00250075,41.6833,-98.1302,582.2,5/1/1982,0
USC00250075,41.6833,-98.1302,582.2,5/2/1982,0
USC00250075,41.6833,-98.1302,582.2,5/3/1982,0
USC00250075,41.6833,-98.1302,582.2,5/4/1982,0
USC00250075,41.6833,-98.1302,582.2,5/5/1982,0
USC00250075,41.6833,-98.1302,582.2,5/6/1982,0
USC00250075,41.6833,-98.1302,582.2,5/7/1982,0
USC00250075,41.6833,-98.1302,582.2,5/8/1982,0
USC00250075,41.6833,-98.1302,582.2,5/9/1982,0
USC00250075,41.6833,-98.1302,582.2,5/10/1982,0
USC00250075,41.6833,-98.1302,582.2,5/11/1982,0
USC00250075,41.6833,-98.1302,582.2,5/12/1982,0
USC00250075,41.6833,-98.1302,582.2,5/13/1982,0
USC00250075,41.6833,-98.1302,582.2,5/14/1982,0
USC00250075,41.6833,-98.1302,582.2,5/15/1982,0
USC00250075,41.6833,-98.1302,582.2,5/16/1982,0
USC00250075,41.6833,-98.1302,582.2,5/17/1982,0
USC00250075,41.6833,-98.1302,582.2,5/18/1982,0
USC00250075,41.6833,-98.1302,582.2,5/19/1982,0
USC00250075,41.6833,-98.1302,582.2,5/20/1982,0
USC00250075,41.6833,-98.1302,582.2,5/21/1982,0
USC00250075,41.6833,-98.1302,582.2,5/22/1982,0
USC00250075,41.6833,-98.1302,582.2,5/23/1982,0
USC00250075,41.6833,-98.1302,582.2,5/24/1982,0
USC00250075,41.6833,-98.1302,582.2,5/25/1982,0
USC00250075,41.6833,-98.1302,582.2,5/26/1982,0
USC00250075,41.6833,-98.1302,582.2,5/27/1982,0
USC00250075,41.6833,-98.1302,582.2,5/28/1982,0
USC00250075,41.6833,-98.1302,582.2,5/29/1982,0
USC00250075,41.6833,-98.1302,582.2,5/30/1982,0
USC00250075,41.6833,-98.1302,582.2,5/31/1982,0
USC00250075,41.6833,-98.1302,582.2,6/1/1982,0
USC00250075,41.6833,-98.1302,582.2,6/2/1982,0
USC00250075,41.6833,-98.1302,582.2,6/3/1982,0
USC00250075,41.6833,-98.1302,582.2,6/4/1982,0
USC00250075,41.6833,-98.1302,582.2,6/5/1982,0
USC00250075,41.6833,-98.1302,582.2,6/6/1982,0
USC00250075,41.6833,-98.1302,582.2,6/7/1982,0
USC00250075,41.6833,-98.1302,582.2,6/8/1982,0
USC00250075,41.6833,-98.1302,582.2,6/9/1982,0
USC00250075,41.6833,-98.1302,582.2,6/10/1982,0
USC00250075,41.6833,-98.1302,582.2,6/11/1982,0
USC00250075,41.6833,-98.1302,582.2,6/12/1982,0
USC00250075,41.6833,-98.1302,582.2,6/13/1982,0
USC00250075,41.6833,-98.1302,582.2,6/14/1982,0
USC00250075,41.6833,-98.1302,582.2,6/15/1982,0
USC00250075,41.6833,-98.1302,582.2,6/16/1982,0
USC00250075,41.6833,-98.1302,582.2,6/17/1982,0
USC00250075,41.6833,-98.1302,582.2,6/18/1982,0
USC00250075,41.6833,-98.1302,582.2,6/19/1982,0
USC00250075,41.6833,-98.1302,582.2,6/20/1982,0
USC00250075,41.6833,-98.1302,582.2,6/21/1982,0
USC00250075,41.6833,-98.1302,582.2,6/22/1982,0
USC00250075,41.6833,-98.1302,582.2,6/23/1982,0
USC00250075,41.6833,-98.1302,582.2,6/24/1982,0
USC00250075,41.6833,-98.1302,582.2,6/25/1982,0
USC00250075,41.6833,-98.1302,582.2,6/26/1982,0
USC00250075,41.6833,-98.1302,582.2,6/27/1982,0
USC00250075,41.6833,-98.1302,582.2,6/28/1982,0
USC00250075,41.6833,-98.1302,582.2,6/29/1982,0
USC00250075,41.6833,-98.1302,582.2,6/30/1982,0
USC00250075,41.6833,-98.1302,582.2,7/1/1982,0
USC00250075,41.6833,-98.1302,582.2,7/2/1982,0
USC00250075,41.6833,-98.1302,582.2,7/3/1982,0
USC00250075,41.6833,-98.1302,582.2,7/4/1982,0
USC00250075,41.6833,-98.1302,582.2,7/5/1982,0
USC00250075,41.6833,-98.1302,582.2,7/6/1982,0
USC00250075,41.6833,-98.1302,582.2,10/2/1982,0
USC00250075,41.6833,-98.1302,582.2,10/3/1982,0
USC00250075,41.6833,-98.1302,582.2,10/4/1982,0
USC00250075,41.6833,-98.1302,582.2,10/5/1982,0
USC00250075,41.6833,-98.1302,582.2,10/6/1982,0
USC00250075,41.6833,-98.1302,582.2,10/7/1982,0
USC00250075,41.6833,-98.1302,582.2,10/8/1982,0
USC00250075,41.6833,-98.1302,582.2,10/9/1982,0
USC00250075,41.6833,-98.1302,582.2,10/10/1982,0
USC00250075,41.6833,-98.1302,582.2,10/11/1982,0
USC00250075,41.6833,-98.1302,582.2,10/12/1982,0
USC00250075,41.6833,-98.1302,582.2,10/13/1982,0
USC00250075,41.6833,-98.1302,582.2,10/14/1982,0
USC00250075,41.6833,-98.1302,582.2,10/15/1982,0
USC00250075,41.6833,-98.1302,582.2,10/16/1982,0
USC00250075,41.6833,-98.1302,582.2,10/17/1982,0
USC00250075,41.6833,-98.1302,582.2,10/18/1982,0
USC00250075,41.6833,-98.1302,582.2,10/19/1982,0
USC00250075,41.6833,-98.1302,582.2,10/20/1982,0
USC00250075,41.6833,-98.1302,582.2,10/21/1982,0
USC00250075,41.6833,-98.1302,582.2,10/22/1982,0
USC00250075,41.6833,-98.1302,582.2,10/23/1982,0
USC00250075,41.6833,-98.1302,582.2,10/24/1982,0
USC00250075,41.6833,-98.1302,582.2,10/25/1982,0
USC00250075,41.6833,-98.1302,582.2,10/26/1982,0
USC00250075,41.6833,-98.1302,582.2,10/27/1982,0
USC00250075,41.6833,-98.1302,582.2,10/28/1982,0
USC00250075,41.6833,-98.1302,582.2,10/29/1982,0
USC00250075,41.6833,-98.1302,582.2,10/30/1982,0
USC00250075,41.6833,-98.1302,582.2,10/31/1982,0
USC00250075,41.6833,-98.1302,582.2,11/1/1982,0
